web_scraper_order,web_scraper_start_url,lien_detail,Details,Prix,Adresse,Image_lien
"1767368811-284","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-3126603","","5 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3126603_uploaded_image1_1621600775.jpg"
"1767368814-285","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-brahman-3128887","Ils sont 2mois","40 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3128887_uploaded_image1_1621714606.jpg"
"1767368817-286","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3130806","Bonjour je vends mes lapins angora mâle. ils sont déjà vacciné et ont 4 mois.","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3130806_uploaded_image1_1621853971.jpg"
"1767368819-287","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailles-jumbos-3131078","Bonjour,
je vends des cailles jumbos souche lourde pré-pontes avec un bon ration male/femelle à très bon prix.
œuf de caille fécondés disponible.","1 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3131078_uploaded_image1_1621863390.jpg"
"1767368822-288","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3131153","Mondin nouveau sousse","180 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3131153_uploaded_image1_1621866089.jpg"
"1767368825-289","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3136627","Jean, angora etc...","Prix sur demande","Bargny, Sénégal","https://images.coinafrique.com/thumb_3136627_uploaded_image1_1622124684.jpg"
"1767368834-290","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3140949","Pigeons voyageurs, paons et lawores à vendre.","12 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3140949_uploaded_image1_1622373951.jpg"
"1767368837-291","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3142583","Bonjour 
pigeon 
accessoires 
autres","500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3142583_uploaded_image2_1622471438.jpeg"
"1767368840-292","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dinde-3148596","","15 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3148596_uploaded_image1_1622649167.jpg"
"1767368843-293","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perroquet-3150902","Je vend des inséparables  d'inde a bon prix","40 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3150902_uploaded_image1_1622730048.jpg"
"1767368845-294","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3152493","Poulets disponible à sangalkam","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3152493_uploaded_image1_1622801692.jpg"
"1767368848-295","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-local-3154953","Je vends des bleu et autres race de poule lapin autres   - vos poulet locale amélioré","3 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3154953_uploaded_image2_1622902343.jpeg"
"1767368850-296","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3155585","Paire lapereaux a céder dakar pikine whatsapp","15 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3155585_uploaded_image1_1622926869.jpg"
"1767368853-297","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3155590","Paire lapereaux a céder dakar pikine","15 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3155590_uploaded_image1_1622927017.jpg"
"1767368855-298","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-baraman-3164881","Baramann pur%%
prix abordable","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3164881_uploaded_image1_1623336573.jpg"
"1767368859-299","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pintade-3165007","Salut tout le monde âme éleveur vous informe que les pintades sont disponibles . merci de nous contacter pour plus d'informations","10 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3165007_uploaded_image1_1623340371.jpg"
"1767368862-300","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3165580","Poulet
Poulet de chair","2 500 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3165580_uploaded_image1_1623362561.jpg"
"1767368865-301","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3167648","A vendre","Prix sur demande","Joal Fadiouth, Sénégal","https://images.coinafrique.com/thumb_3167648_uploaded_image1_1623456119.jpg"
"1767368868-302","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-bleue-dhollande-3169646","","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3169646_uploaded_image1_1623581136.jpg"
"1767368872-303","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-cou-nues-3169649","","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3169649_uploaded_image1_1623581238.jpg"
"1767368875-304","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3175790","","3 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175790_uploaded_image1_1623855618.jpg"
"1767368878-305","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3177358","Bonjour,
je vends des poulets de chair à 3000 frs 1kg800 et 2kg. ils seront disponible uniquement par commande.
veuillez me contacter si vous êtes intéressé.","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3177358_uploaded_image1_1623935467.jpg"
"1767368880-306","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pignon-monday-3177465","","175 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3177465_uploaded_image1_1623938681.jpg"
"1767368883-307","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-monday-3177475","","100 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3177475_uploaded_image1_1623938929.jpg"
"1767368886-308","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3187687","Salut des lapins et lapereaux de race  géant des flandres, fauve de bourgogne, angoras, blanc de bouscat , hollandais, et des métissages à vendre dans la limite du stock disponible possibilité de livraison.","35 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3187687_uploaded_image1_1624451192.jpg"
"1767368888-309","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-baramann-3189768","","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3189768_uploaded_image1_1624544691.jpg"
"1767368891-310","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3197088","Déjà vacciné","15 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3197088_uploaded_image1_1624966307.jpg"
"1767368893-311","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-fauve-de-bourgogne-3202447","Des lapereaux fauve pur sang dispo","25 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3202447_uploaded_image2_1625166857.jpeg"
"1767368896-312","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruche-3214014","Perruche","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3214014_uploaded_image1_1625618936.jpg"
"1767368898-313","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3214815","Je vends des poulets de chair d'ordinaire du pays et de races comme le brahma, le cochin, les bleus hollandais. veuillez me contacter pour plus d'infos.","2 500 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3214815_uploaded_image1_1625661793.jpg"
"1767368902-314","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3229235","Disponible a Malika","2 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3229235_uploaded_image1_1626304950.jpg"
"1767368904-315","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-meulman-3248657","Pigeon voyageur meulman et d’autres races a vendre","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3248657_uploaded_image1_1627469932.jpg"
"1767368908-316","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-hermine-3248983","Des poussins brahman herminé et cochin blanc standard","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3248983_uploaded_image1_1627479441.jpg"
"1767368911-317","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-hermine-3259880","Male herminé de 5 mois  pur sang à vendre","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3259880_uploaded_image1_1628000666.jpg"
"1767368914-318","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-bleu-hollande-3278019","","10 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3278019_uploaded_image1_1628853028.jpg"
"1767368917-319","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-cochin-blanc-3281223","Male cochin blanc de 5mois","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3281223_uploaded_image1_1629034748.jpg"
"1767368919-320","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-blanc-3281225","Femelle cochin blanc de 3mois","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3281225_uploaded_image2_1629034850.jpeg"
"1767368922-321","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3283632","Profiter de cette réduction  pour la fête de Tamkharite des poulets de 2kg 
A vos commandes","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3283632_uploaded_image1_1629152543.jpg"
"1767368924-322","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3286388","Des lapereaux disponible","17 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3286388_uploaded_image1_1629289139.jpg"
"1767368927-323","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-bleu-hollande-3290876","Poulet Bleu Hollande","4 500 CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_3290876_uploaded_image1_1629501810.jpg"
"1767368930-324","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3302613","","50 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3302613_uploaded_image1_1630169095.jpg"
"1767368933-325","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-lahore-3305350","Je bazarde différentspigeons couleur lahore- bouvreuil-pan- etc","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3305350_uploaded_image1_1630343789.jpg"
"1767368935-326","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bullan-3306464","","100 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3306464_uploaded_image1_1630410757.jpg"
"1767368938-327","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bullan-3306474","","95 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3306474_uploaded_image1_1630410943.jpg"
"1767368941-328","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-bullan-3306481","","25 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3306481_uploaded_image1_1630411232.jpg"
"1767368943-329","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-3307095","","22 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3307095_uploaded_image1_1630430739.jpg"
"1767368946-330","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3315445","Des paires lapereaux à vendre","17 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3315445_uploaded_image1_1630722382.jpg"
"1767368949-331","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-3316797","Brahma pur sang  de un mois","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316797_uploaded_image1_1630784777.jpg"
"1767368951-332","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-3316806","Brahmâ pur sang d un mois","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316806_uploaded_image1_1630785002.jpg"
"1767368954-333","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-poussin-coucou-3316809","","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316809_uploaded_image1_1630785179.jpg"
"1767368957-334","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-3322610","Nous vendons de beaux lapins nains a un prix defiant toute concurence pour plus d information merci de nous contacter","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3322610_uploaded_image1_1631059644.jpg"
"1767368959-335","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cochin-3325681","Des poussins cochin blanc de race pure disponible.
faites vite vos commandes","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3325681_uploaded_image1_1631188256.jpg"
